HORA,TIPO_DIA,PRECIPITACAO,TEMPERATURA,ACIMA_MEDIA_FREQUENCIA
06,SABADO,0.0,14.4,0
07,SABADO,0.0,13.9,0
08,SABADO,0.0,14.1,0
09,SABADO,0.0,13.9,0
10,SABADO,0.0,14.9,0
11,SABADO,0.0,15.9,1
12,SABADO,0.0,16.6,1
13,SABADO,0.0,17.9,1
14,SABADO,0.1,19.3,1
15,SABADO,0.2,20.7,1
16,SABADO,0.2,21.3,0
17,SABADO,1.2,20.3,1
18,SABADO,1.4,19.7,1
19,SABADO,0.3,19.4,1
20,SABADO,0.1,18.5,0
21,SABADO,0.1,16.8,1
22,SABADO,0.1,16.2,1
23,SABADO,0.1,15.9,1
00,DOMINGO,0.0,15.5,0
01,DOMINGO,0.0,14.6,0
02,DOMINGO,0.0,14.2,0
04,DOMINGO,0.0,13.4,0
05,DOMINGO,0.0,13.3,0
06,DOMINGO,0.1,13.9,0
07,DOMINGO,0.0,14.2,0
08,DOMINGO,0.0,14.3,0
09,DOMINGO,0.0,14.4,0
10,DOMINGO,0.0,14.4,0
11,DOMINGO,0.0,16.0,0
12,DOMINGO,0.0,17.2,0
13,DOMINGO,0.0,18.2,0
14,DOMINGO,0.0,19.0,0
15,DOMINGO,0.0,20.3,0
16,DOMINGO,0.1,20.5,0
17,DOMINGO,0.0,20.6,0
18,DOMINGO,0.0,20.4,1
19,DOMINGO,0.0,19.7,1
20,DOMINGO,0.0,18.5,1
21,DOMINGO,0.0,17.0,1
22,DOMINGO,0.0,15.5,1
23,DOMINGO,0.0,14.8,0
00,DIA_UTIL,0.0,14.3,0
01,DIA_UTIL,0.0,13.6,0
02,DIA_UTIL,0.0,12.7,0
04,DIA_UTIL,0.0,10.6,0
05,DIA_UTIL,0.0,10.0,0
06,DIA_UTIL,0.0,9.9,0
07,DIA_UTIL,0.0,10.4,0
08,DIA_UTIL,0.0,9.8,0
09,DIA_UTIL,0.0,9.2,0
10,DIA_UTIL,0.0,10.3,0
11,DIA_UTIL,0.0,11.8,1
12,DIA_UTIL,0.0,13.5,1
13,DIA_UTIL,0.0,15.3,1
14,DIA_UTIL,0.0,17.0,1
15,DIA_UTIL,0.0,19.3,1
16,DIA_UTIL,0.0,20.1,1
17,DIA_UTIL,0.0,20.6,1
18,DIA_UTIL,0.0,20.4,1
19,DIA_UTIL,0.0,19.7,1
20,DIA_UTIL,0.0,17.4,1
21,DIA_UTIL,0.0,14.3,0
22,DIA_UTIL,0.0,12.1,0
23,DIA_UTIL,0.0,10.6,0
00,DIA_UTIL,0.0,9.7,0
01,DIA_UTIL,0.0,9.3,0
02,DIA_UTIL,0.0,8.9,0
04,DIA_UTIL,0.0,7.5,0
05,DIA_UTIL,0.0,6.8,0
06,DIA_UTIL,0.0,6.8,0
07,DIA_UTIL,0.0,6.9,0
08,DIA_UTIL,0.0,6.7,0
09,DIA_UTIL,0.0,6.6,1
10,DIA_UTIL,0.0,8.1,1
11,DIA_UTIL,0.0,10.1,1
12,DIA_UTIL,0.0,12.7,1
13,DIA_UTIL,0.0,14.7,1
14,DIA_UTIL,0.0,16.5,1
15,DIA_UTIL,0.0,18.8,1
16,DIA_UTIL,0.0,19.6,1
17,DIA_UTIL,0.0,19.9,1
18,DIA_UTIL,0.0,19.8,1
19,DIA_UTIL,0.0,19.1,1
20,DIA_UTIL,0.0,17.1,0
21,DIA_UTIL,0.0,13.5,0
22,DIA_UTIL,0.0,11.4,0
23,DIA_UTIL,0.0,10.4,0
00,DIA_UTIL,0.0,10.2,0
01,DIA_UTIL,0.0,10.4,0
02,DIA_UTIL,0.0,10.1,0
05,DIA_UTIL,0.0,8.6,0
06,DIA_UTIL,0.0,8.1,0
07,DIA_UTIL,0.0,8.0,0
08,DIA_UTIL,0.0,8.0,1
09,DIA_UTIL,0.0,7.9,0
10,DIA_UTIL,0.0,9.2,1
11,DIA_UTIL,0.0,10.6,1
12,DIA_UTIL,0.0,12.6,1
13,DIA_UTIL,0.0,14.2,1
14,DIA_UTIL,0.0,15.8,1
15,DIA_UTIL,0.0,17.6,1
16,DIA_UTIL,0.0,18.5,1
17,DIA_UTIL,0.0,18.7,1
18,DIA_UTIL,0.0,18.7,1
19,DIA_UTIL,0.0,17.9,1
20,DIA_UTIL,0.0,15.9,1
21,DIA_UTIL,0.0,13.3,1
22,DIA_UTIL,0.0,10.6,0
23,DIA_UTIL,0.0,9.7,0
00,FERIADO,0.0,9.4,0
01,FERIADO,0.0,9.0,0
02,FERIADO,0.0,8.6,0
04,FERIADO,0.0,7.2,0
05,FERIADO,0.0,7.1,0
06,FERIADO,0.0,7.0,0
07,FERIADO,0.0,6.7,0
08,FERIADO,0.0,6.4,0
09,FERIADO,0.0,6.3,0
10,FERIADO,0.0,7.8,0
11,FERIADO,0.0,10.4,0
12,FERIADO,0.0,12.9,0
13,FERIADO,0.0,15.2,0
14,FERIADO,0.0,17.4,1
15,FERIADO,0.0,20.2,0
16,FERIADO,0.0,21.2,0
17,FERIADO,0.0,21.8,0
18,FERIADO,0.0,21.9,1
19,FERIADO,0.0,21.2,0
20,FERIADO,0.0,19.1,0
21,FERIADO,0.0,15.4,0
22,FERIADO,0.0,11.7,0
23,FERIADO,0.0,10.9,0
00,DIA_UTIL,0.0,10.6,0
01,DIA_UTIL,0.0,10.4,0
02,DIA_UTIL,0.0,9.8,0
04,DIA_UTIL,0.0,8.1,0
05,DIA_UTIL,0.0,7.8,0
06,DIA_UTIL,0.0,7.6,0
07,DIA_UTIL,0.0,7.3,0
08,DIA_UTIL,0.0,7.0,0
09,DIA_UTIL,0.0,6.8,0
10,DIA_UTIL,0.0,8.8,1
11,DIA_UTIL,0.0,11.7,1
12,DIA_UTIL,0.0,14.9,1
13,DIA_UTIL,0.0,16.8,1
14,DIA_UTIL,0.0,19.0,1
15,DIA_UTIL,0.0,21.4,1
16,DIA_UTIL,0.0,22.2,1
17,DIA_UTIL,0.0,22.8,1
18,DIA_UTIL,0.0,22.9,1
19,DIA_UTIL,0.0,22.2,0
20,DIA_UTIL,0.0,20.1,1
21,DIA_UTIL,0.0,15.7,0
22,DIA_UTIL,0.0,13.5,1
23,DIA_UTIL,0.0,13.6,0
00,SABADO,0.0,13.1,0
01,SABADO,0.0,12.7,0
02,SABADO,0.0,12.4,0
04,SABADO,0.0,11.2,0
05,SABADO,0.0,10.9,0
06,SABADO,0.0,11.1,0
07,SABADO,0.0,10.9,0
08,SABADO,0.0,10.9,0
09,SABADO,0.0,10.8,0
10,SABADO,0.0,12.5,0
11,SABADO,0.0,14.1,0
12,SABADO,0.0,16.9,1
13,SABADO,0.0,19.3,1
14,SABADO,0.0,21.0,0
15,SABADO,0.0,22.5,0
16,SABADO,0.0,22.6,0
17,SABADO,0.0,22.7,0
18,SABADO,0.0,22.1,0
19,SABADO,0.0,21.3,0
20,SABADO,0.0,20.1,0
21,SABADO,0.1,17.8,0
22,SABADO,0.0,16.7,0
23,SABADO,0.0,16.1,0
00,DOMINGO,0.0,15.6,0
01,DOMINGO,0.0,14.9,0
02,DOMINGO,0.0,14.1,0
04,DOMINGO,0.0,13.2,0
05,DOMINGO,0.0,13.0,0
06,DOMINGO,0.0,12.4,0
07,DOMINGO,0.0,12.2,0
08,DOMINGO,0.0,11.8,0
09,DOMINGO,0.0,11.6,0
10,DOMINGO,0.1,12.7,0
11,DOMINGO,0.0,14.2,0
12,DOMINGO,0.0,15.8,0
13,DOMINGO,0.0,17.1,0
14,DOMINGO,0.0,18.6,0
15,DOMINGO,0.0,20.1,0
16,DOMINGO,0.1,20.2,0
17,DOMINGO,0.0,19.7,1
18,DOMINGO,0.0,19.6,0
19,DOMINGO,0.0,19.0,0
20,DOMINGO,0.0,18.1,0
21,DOMINGO,0.0,16.5,1
22,DOMINGO,0.0,14.6,0
23,DOMINGO,0.0,13.5,0
00,DIA_UTIL,0.0,13.5,0
01,DIA_UTIL,0.0,13.4,0
02,DIA_UTIL,0.0,13.0,0
04,DIA_UTIL,0.0,12.6,0
05,DIA_UTIL,0.0,12.3,0
06,DIA_UTIL,0.0,11.8,0
07,DIA_UTIL,0.0,11.7,0
08,DIA_UTIL,0.0,11.7,1
09,DIA_UTIL,0.0,11.6,0
10,DIA_UTIL,0.0,13.2,1
11,DIA_UTIL,0.0,14.5,1
12,DIA_UTIL,0.0,16.4,1
13,DIA_UTIL,0.0,17.8,1
14,DIA_UTIL,0.0,18.7,1
15,DIA_UTIL,0.0,20.7,1
16,DIA_UTIL,0.0,21.2,1
17,DIA_UTIL,0.0,21.3,1
18,DIA_UTIL,0.0,21.2,1
19,DIA_UTIL,0.0,20.7,1
20,DIA_UTIL,0.0,19.1,0
21,DIA_UTIL,0.0,16.8,0
22,DIA_UTIL,0.0,15.1,0
23,DIA_UTIL,0.0,14.6,0
00,DIA_UTIL,0.0,13.8,0
01,DIA_UTIL,0.0,12.8,0
02,DIA_UTIL,0.0,12.2,0
04,DIA_UTIL,0.0,11.5,0
05,DIA_UTIL,0.0,11.0,0
06,DIA_UTIL,0.0,10.9,0
07,DIA_UTIL,0.0,10.3,1
08,DIA_UTIL,0.0,10.2,1
09,DIA_UTIL,0.0,9.9,1
10,DIA_UTIL,0.0,11.4,1
11,DIA_UTIL,0.0,13.3,1
12,DIA_UTIL,0.0,15.3,1
13,DIA_UTIL,0.0,16.9,1
14,DIA_UTIL,0.0,18.3,1
15,DIA_UTIL,0.0,20.4,1
16,DIA_UTIL,0.0,21.1,1
17,DIA_UTIL,0.0,21.6,1
18,DIA_UTIL,0.0,21.7,1
19,DIA_UTIL,0.0,20.8,1
20,DIA_UTIL,0.0,19.3,1
21,DIA_UTIL,0.0,16.9,0
22,DIA_UTIL,0.0,14.7,0
23,DIA_UTIL,0.0,13.5,0
00,DIA_UTIL,0.0,12.5,0
01,DIA_UTIL,0.0,11.8,0
02,DIA_UTIL,0.0,11.5,0
04,DIA_UTIL,0.0,10.7,0
05,DIA_UTIL,0.0,10.3,0
06,DIA_UTIL,0.0,9.7,0
07,DIA_UTIL,0.0,9.5,0
08,DIA_UTIL,0.0,9.1,1
09,DIA_UTIL,0.0,8.8,1
10,DIA_UTIL,0.0,10.1,1
11,DIA_UTIL,0.0,13.3,1
12,DIA_UTIL,0.0,15.9,1
13,DIA_UTIL,0.0,17.7,1
14,DIA_UTIL,0.0,19.7,1
15,DIA_UTIL,0.0,21.8,1
16,DIA_UTIL,0.0,22.5,1
17,DIA_UTIL,0.0,22.9,1
18,DIA_UTIL,0.0,23.2,1
19,DIA_UTIL,0.0,22.4,1
20,DIA_UTIL,0.0,19.7,1
21,DIA_UTIL,0.0,17.0,0
22,DIA_UTIL,0.0,15.1,1
23,DIA_UTIL,0.0,12.8,0
00,DIA_UTIL,0.0,12.5,0
01,DIA_UTIL,0.0,12.4,0
02,DIA_UTIL,0.0,11.7,0
04,DIA_UTIL,0.0,10.4,0
05,DIA_UTIL,0.0,10.0,0
06,DIA_UTIL,0.0,9.6,0
07,DIA_UTIL,0.0,9.1,0
08,DIA_UTIL,0.0,8.7,1
09,DIA_UTIL,0.0,8.5,0
10,DIA_UTIL,0.0,10.3,1
11,DIA_UTIL,0.0,13.4,1
12,DIA_UTIL,0.0,16.0,1
13,DIA_UTIL,0.0,18.2,1
14,DIA_UTIL,0.0,19.6,1
15,DIA_UTIL,0.0,22.1,1
16,DIA_UTIL,0.0,22.9,1
17,DIA_UTIL,0.0,23.4,1
18,DIA_UTIL,0.0,23.6,1
19,DIA_UTIL,0.0,22.9,1
20,DIA_UTIL,0.0,20.4,1
21,DIA_UTIL,0.0,17.1,1
22,DIA_UTIL,0.0,14.9,1
23,DIA_UTIL,0.0,12.8,0
00,DIA_UTIL,0.0,12.6,0
01,DIA_UTIL,0.0,12.4,0
02,DIA_UTIL,0.0,11.7,0
04,DIA_UTIL,0.0,10.1,0
05,DIA_UTIL,0.0,9.5,0
06,DIA_UTIL,0.0,8.8,0
07,DIA_UTIL,0.0,8.6,0
08,DIA_UTIL,0.0,8.2,0
09,DIA_UTIL,0.0,7.9,1
10,DIA_UTIL,0.0,9.8,1
11,DIA_UTIL,0.0,13.3,1
12,DIA_UTIL,0.0,16.1,1
13,DIA_UTIL,0.0,18.0,1
14,DIA_UTIL,0.0,20.0,1
15,DIA_UTIL,0.0,22.1,1
16,DIA_UTIL,0.0,22.8,1
17,DIA_UTIL,0.0,23.4,1
18,DIA_UTIL,0.0,23.2,1
19,DIA_UTIL,0.0,22.4,1
20,DIA_UTIL,0.0,19.8,1
21,DIA_UTIL,0.0,17.4,1
22,DIA_UTIL,0.0,14.1,1
23,DIA_UTIL,0.0,12.8,0
00,SABADO,0.0,11.9,0
01,SABADO,0.0,11.3,0
02,SABADO,0.0,10.8,0
04,SABADO,0.0,9.6,0
05,SABADO,0.0,9.2,0
06,SABADO,0.0,8.8,0
07,SABADO,0.0,8.7,0
08,SABADO,0.0,8.6,0
09,SABADO,0.0,8.6,0
10,SABADO,0.0,10.8,0
11,SABADO,0.0,13.8,1
12,SABADO,0.0,16.8,1
13,SABADO,0.0,19.0,0
14,SABADO,0.0,20.6,1
15,SABADO,0.0,22.9,0
16,SABADO,0.0,23.5,0
17,SABADO,0.0,24.1,0
18,SABADO,0.0,24.1,1
19,SABADO,0.0,23.6,1
20,SABADO,0.0,20.7,1
21,SABADO,0.0,16.9,0
22,SABADO,0.0,15.5,1
23,SABADO,0.0,15.8,0
00,DOMINGO,0.0,15.2,0
01,DOMINGO,0.0,14.1,0
02,DOMINGO,0.0,12.8,0
04,DOMINGO,0.0,10.6,0
05,DOMINGO,0.0,10.8,0
06,DOMINGO,0.0,10.6,0
07,DOMINGO,0.0,10.3,0
08,DOMINGO,0.0,9.9,0
09,DOMINGO,0.0,10.1,0
10,DOMINGO,0.0,12.1,0
11,DOMINGO,0.1,13.5,0
12,DOMINGO,0.1,14.9,1
13,DOMINGO,0.1,16.2,0
14,DOMINGO,0.0,17.5,0
15,DOMINGO,0.0,19.2,0
16,DOMINGO,0.0,19.7,0
17,DOMINGO,0.0,20.1,0
18,DOMINGO,0.0,19.9,1
19,DOMINGO,0.0,19.0,1
20,DOMINGO,0.0,17.9,1
21,DOMINGO,0.0,16.3,1
22,DOMINGO,0.0,14.8,1
23,DOMINGO,0.0,14.0,0
00,DIA_UTIL,0.0,13.2,0
01,DIA_UTIL,0.0,12.2,0
02,DIA_UTIL,0.0,11.6,0
04,DIA_UTIL,0.0,11.0,0
05,DIA_UTIL,0.0,10.7,0
06,DIA_UTIL,0.0,10.4,0
07,DIA_UTIL,0.0,10.5,0
08,DIA_UTIL,0.0,10.2,1
09,DIA_UTIL,0.0,9.8,1
10,DIA_UTIL,0.0,10.8,0
11,DIA_UTIL,0.0,11.9,1
12,DIA_UTIL,0.0,13.1,1
13,DIA_UTIL,0.0,14.1,1
14,DIA_UTIL,0.0,15.2,1
15,DIA_UTIL,0.0,16.6,1
16,DIA_UTIL,0.0,17.3,1
17,DIA_UTIL,0.0,18.2,1
18,DIA_UTIL,0.0,18.0,1
19,DIA_UTIL,0.0,17.2,1
20,DIA_UTIL,0.0,15.3,0
21,DIA_UTIL,0.0,13.4,0
22,DIA_UTIL,0.0,11.5,0
23,DIA_UTIL,0.0,10.3,0
00,DIA_UTIL,0.0,9.6,0
01,DIA_UTIL,0.0,9.6,0
02,DIA_UTIL,0.0,9.4,0
04,DIA_UTIL,0.0,7.3,0
05,DIA_UTIL,0.0,6.6,0
06,DIA_UTIL,0.0,6.3,0
07,DIA_UTIL,0.0,5.9,0
08,DIA_UTIL,0.0,5.8,1
09,DIA_UTIL,0.0,5.7,1
10,DIA_UTIL,0.0,7.8,1
11,DIA_UTIL,0.0,10.4,1
12,DIA_UTIL,0.0,12.6,1
13,DIA_UTIL,0.0,14.7,1
14,DIA_UTIL,0.0,16.6,1
15,DIA_UTIL,0.0,18.7,1
16,DIA_UTIL,0.0,19.8,1
17,DIA_UTIL,0.0,20.3,1
18,DIA_UTIL,0.0,20.2,1
19,DIA_UTIL,0.0,19.8,1
20,DIA_UTIL,0.0,17.9,1
21,DIA_UTIL,0.0,13.7,0
22,DIA_UTIL,0.0,11.8,1
23,DIA_UTIL,0.0,10.9,0
00,DIA_UTIL,0.0,10.5,0
01,DIA_UTIL,0.0,10.2,0
02,DIA_UTIL,0.0,9.7,0
04,DIA_UTIL,0.0,8.5,0
05,DIA_UTIL,0.0,7.9,0
06,DIA_UTIL,0.0,7.6,0
07,DIA_UTIL,0.0,7.3,0
08,DIA_UTIL,0.0,7.2,1
09,DIA_UTIL,0.0,7.3,0
10,DIA_UTIL,0.0,8.8,1
11,DIA_UTIL,0.0,12.0,1
12,DIA_UTIL,0.0,14.9,1
13,DIA_UTIL,0.0,17.0,1
14,DIA_UTIL,0.0,19.0,1
15,DIA_UTIL,0.0,21.2,1
16,DIA_UTIL,0.0,22.1,1
17,DIA_UTIL,0.0,22.6,1
18,DIA_UTIL,0.0,22.4,1
19,DIA_UTIL,0.0,21.8,1
20,DIA_UTIL,0.0,20.8,1
21,DIA_UTIL,0.0,17.1,1
22,DIA_UTIL,0.0,15.5,0
23,DIA_UTIL,0.0,15.5,0
00,DIA_UTIL,0.0,14.9,0
01,DIA_UTIL,0.0,14.5,0
02,DIA_UTIL,0.0,13.1,0
04,DIA_UTIL,0.0,11.9,0
05,DIA_UTIL,0.0,11.5,0
06,DIA_UTIL,0.0,11.3,0
07,DIA_UTIL,0.0,11.3,0
08,DIA_UTIL,0.0,10.8,1
09,DIA_UTIL,0.0,10.4,1
10,DIA_UTIL,0.0,11.4,1
11,DIA_UTIL,0.0,14.2,1
12,DIA_UTIL,0.0,17.1,1
13,DIA_UTIL,0.0,18.7,1
14,DIA_UTIL,0.0,20.4,1
15,DIA_UTIL,0.0,22.6,1
16,DIA_UTIL,0.0,23.0,1
17,DIA_UTIL,0.0,23.6,1
18,DIA_UTIL,0.0,23.7,1
19,DIA_UTIL,0.0,23.2,1
20,DIA_UTIL,0.0,21.8,1
21,DIA_UTIL,0.0,17.3,0
22,DIA_UTIL,0.0,14.3,0
23,DIA_UTIL,0.0,13.5,0
