FERIADO,DOMINGO,SABADO,DIA_UTIL,PRECIPITACAO,TEMPERATURA,HORA,c#ACIMA_MEDIA_FREQUENCIA
0,0,1,0,0.0,14.7,13,0
0,0,1,0,0.0,16.6,14,0
0,0,1,0,0.0,18.7,15,0
0,0,1,0,0.0,19.3,16,0
0,0,1,0,0.0,19.4,17,1
0,0,1,0,0.0,19.5,18,0
0,0,1,0,0.0,18.7,19,1
0,0,1,0,0.0,16.8,20,1
0,0,1,0,0.0,13.8,21,0
0,0,1,0,0.0,11.7,22,0
0,0,1,0,0.0,10.7,23,0
0,1,0,0,0.0,10.0,00,0
0,1,0,0,0.0,10.2,01,0
0,1,0,0,0.0,10.2,02,0
0,1,0,0,0.0,9.5,04,0
0,1,0,0,0.0,9.0,05,0
0,1,0,0,0.0,8.5,06,0
0,1,0,0,0.0,8.2,07,0
0,1,0,0,0.0,7.4,08,0
0,1,0,0,0.0,6.4,09,0
0,1,0,0,0.0,8.4,10,0
0,1,0,0,0.0,11.2,11,0
0,1,0,0,0.0,13.9,12,0
0,1,0,0,0.0,16.1,13,1
0,1,0,0,0.0,17.5,14,0
0,1,0,0,0.0,19.6,15,0
0,1,0,0,0.0,19.9,16,0
0,1,0,0,0.0,20.4,17,0
0,1,0,0,0.0,20.2,18,0
0,1,0,0,0.0,19.6,19,0
0,1,0,0,0.0,18.0,20,0
0,1,0,0,0.0,14.6,21,0
0,1,0,0,0.0,12.7,22,0
0,1,0,0,0.0,11.9,23,0
0,0,0,1,0.0,11.3,00,0
0,0,0,1,0.0,10.5,01,0
0,0,0,1,0.0,10.3,02,0
0,0,0,1,0.0,9.9,04,0
0,0,0,1,0.0,9.3,05,0
0,0,0,1,0.0,8.2,06,0
0,0,0,1,0.0,7.7,07,1
0,0,0,1,0.0,7.5,08,0
0,0,0,1,0.0,7.5,09,0
0,0,0,1,0.0,10.1,10,0
0,0,0,1,0.0,12.2,11,1
0,0,0,1,0.0,13.6,12,1
0,0,0,1,0.0,15.6,13,1
0,0,0,1,0.0,17.3,14,1
0,0,0,1,0.0,19.8,15,1
0,0,0,1,0.0,20.1,16,1
0,0,0,1,0.0,20.6,17,1
0,0,0,1,0.0,20.3,18,1
0,0,0,1,0.0,19.7,19,1
0,0,0,1,0.0,18.6,20,1
0,0,0,1,0.0,15.3,21,0
0,0,0,1,0.0,13.1,22,0
0,0,0,1,0.0,11.8,23,0
0,0,0,1,0.0,11.1,00,0
0,0,0,1,0.0,10.6,01,0
0,0,0,1,0.0,10.7,02,0
0,0,0,1,0.0,9.5,04,0
0,0,0,1,0.0,9.4,05,0
0,0,0,1,0.0,9.3,06,0
0,0,0,1,0.0,9.1,07,0
0,0,0,1,0.0,9.1,08,1
0,0,0,1,0.0,9.1,09,0
0,0,0,1,0.0,11.0,10,0
0,0,0,1,0.0,13.3,11,1
0,0,0,1,0.0,15.1,12,1
0,0,0,1,0.0,16.8,13,1
0,0,0,1,0.0,18.0,14,1
0,0,0,1,0.0,19.6,15,1
0,0,0,1,0.0,20.3,16,1
0,0,0,1,0.0,20.5,17,1
0,0,0,1,0.0,20.3,18,1
0,0,0,1,0.0,19.1,19,1
0,0,0,1,0.0,18.0,20,0
0,0,0,1,0.0,15.5,21,1
0,0,0,1,0.0,13.3,22,1
0,0,0,1,0.0,11.8,23,0
0,0,0,1,0.0,11.4,00,0
0,0,0,1,0.0,11.3,01,0
0,0,0,1,0.0,11.3,02,0
0,0,0,1,0.0,9.9,04,0
0,0,0,1,0.0,9.3,05,0
0,0,0,1,0.0,9.2,06,0
0,0,0,1,0.0,9.3,07,0
0,0,0,1,0.0,9.9,08,1
0,0,0,1,0.0,9.9,09,1
0,0,0,1,0.0,11.6,10,1
0,0,0,1,0.0,13.3,11,1
0,0,0,1,0.0,14.9,12,1
0,0,0,1,0.1,15.7,13,1
0,0,0,1,0.1,16.1,14,1
0,0,0,1,0.1,17.7,15,1
0,0,0,1,0.0,18.5,16,1
0,0,0,1,0.0,18.3,17,1
0,0,0,1,0.0,18.5,18,1
0,0,0,1,0.0,17.9,19,1
0,0,0,1,0.0,17.2,20,0
0,0,0,1,0.0,15.4,21,1
0,0,0,1,0.0,13.8,22,1
0,0,0,1,0.0,13.0,23,0
0,0,0,1,0.0,12.8,00,0
0,0,0,1,0.0,13.0,01,0
0,0,0,1,0.0,13.0,02,0
0,0,0,1,0.0,12.2,04,0
0,0,0,1,0.0,12.4,05,0
0,0,0,1,0.0,11.8,06,0
0,0,0,1,0.0,11.8,07,0
0,0,0,1,0.0,12.0,08,0
0,0,0,1,0.0,12.2,09,0
0,0,0,1,0.0,13.1,10,1
0,0,0,1,0.0,14.3,11,1
0,0,0,1,0.0,16.4,12,1
0,0,0,1,0.0,17.4,13,1
0,0,0,1,0.0,18.8,14,1
0,0,0,1,0.0,20.4,15,1
0,0,0,1,0.0,20.6,16,1
0,0,0,1,0.0,20.8,17,1
0,0,0,1,0.0,20.8,18,1
0,0,0,1,0.0,19.8,19,1
0,0,0,1,0.0,18.4,20,1
0,0,0,1,0.0,16.2,21,0
0,0,0,1,0.0,14.2,22,1
0,0,0,1,0.0,12.8,23,0
0,0,0,1,0.0,12.4,00,0
0,0,0,1,0.0,12.4,01,0
0,0,0,1,0.0,11.3,02,0
0,0,0,1,0.0,10.3,04,0
0,0,0,1,0.0,10.4,05,0
0,0,0,1,0.0,10.2,06,0
0,0,0,1,0.0,10.0,07,0
0,0,0,1,0.0,10.2,08,0
0,0,0,1,0.0,10.7,09,1
0,0,0,1,0.0,12.5,10,1
0,0,0,1,0.0,14.1,11,1
0,0,0,1,0.0,16.1,12,1
0,0,0,1,0.0,17.2,13,1
0,0,0,1,0.0,18.1,14,1
0,0,0,1,0.0,20.0,15,1
0,0,0,1,0.0,20.6,16,1
0,0,0,1,0.0,20.9,17,1
0,0,0,1,0.0,20.5,18,1
0,0,0,1,0.0,19.8,19,1
0,0,0,1,0.0,18.4,20,1
0,0,0,1,0.0,15.6,21,1
0,0,0,1,0.0,13.3,22,1
0,0,0,1,0.0,12.2,23,0
0,0,1,0,0.0,11.5,00,0
0,0,1,0,0.0,11.1,01,0
0,0,1,0,0.0,10.6,02,0
0,0,1,0,0.0,9.3,04,0
0,0,1,0,0.0,9.1,05,0
0,0,1,0,0.0,8.9,06,0
0,0,1,0,0.0,8.5,07,0
0,0,1,0,0.0,8.5,08,0
0,0,1,0,0.0,8.4,09,0
0,0,1,0,0.0,10.1,10,0
0,0,1,0,0.0,12.7,11,1
0,0,1,0,0.0,14.8,12,1
0,0,1,0,0.0,17.0,13,1
0,0,1,0,0.0,18.2,14,1
0,0,1,0,0.0,20.4,15,0
0,0,1,0,0.0,20.8,16,0
0,0,1,0,0.0,21.1,17,1
0,0,1,0,0.0,21.0,18,1
0,0,1,0,0.0,20.2,19,1
0,0,1,0,0.0,18.6,20,0
0,0,1,0,0.0,15.4,21,0
0,0,1,0,0.0,13.9,22,1
0,0,1,0,0.0,13.2,23,0
0,1,0,0,0.0,12.6,00,0
0,1,0,0,0.0,12.4,01,0
0,1,0,0,0.0,12.2,02,0
0,1,0,0,0.0,11.4,04,0
0,1,0,0,0.0,10.8,05,0
0,1,0,0,0.0,10.3,06,0
0,1,0,0,0.0,10.3,07,0
0,1,0,0,0.0,10.1,08,0
0,1,0,0,0.0,10.4,09,0
0,1,0,0,0.0,12.1,10,0
0,1,0,0,0.0,14.9,11,0
0,1,0,0,0.0,17.0,12,1
0,1,0,0,0.0,18.7,13,0
0,1,0,0,0.0,20.0,14,0
0,1,0,0,0.0,22.2,15,0
0,1,0,0,0.0,22.8,16,0
0,1,0,0,0.0,22.9,17,0
0,1,0,0,0.0,22.7,18,1
0,1,0,0,0.0,22.1,19,1
0,1,0,0,0.0,20.6,20,0
0,1,0,0,0.0,16.9,21,0
0,1,0,0,0.0,16.1,22,0
0,1,0,0,0.0,15.6,23,0
0,0,0,1,0.0,14.1,00,0
0,0,0,1,0.0,13.9,01,0
0,0,0,1,0.0,13.6,02,0
0,0,0,1,0.0,12.4,04,0
0,0,0,1,0.0,12.0,05,0
0,0,0,1,0.0,11.6,06,0
0,0,0,1,0.0,11.5,07,1
0,0,0,1,0.0,11.4,08,0
0,0,0,1,0.0,11.3,09,1
0,0,0,1,0.0,13.3,10,1
0,0,0,1,0.0,16.0,11,1
0,0,0,1,0.0,18.0,12,1
0,0,0,1,0.0,19.2,13,1
0,0,0,1,0.0,21.1,14,1
0,0,0,1,0.0,23.4,15,1
0,0,0,1,0.0,24.2,16,1
0,0,0,1,0.0,24.6,17,1
0,0,0,1,0.0,24.6,18,1
0,0,0,1,0.0,23.9,19,1
0,0,0,1,0.0,23.7,20,1
0,0,0,1,0.0,23.0,21,0
0,0,0,1,0.0,16.4,22,1
0,0,0,1,0.0,15.8,23,0
0,0,0,1,0.0,15.9,00,0
0,0,0,1,0.0,16.0,01,0
0,0,0,1,0.0,16.1,02,0
0,0,0,1,0.0,15.1,04,0
0,0,0,1,0.0,13.8,05,0
0,0,0,1,0.0,13.1,06,0
0,0,0,1,0.0,13.3,07,0
0,0,0,1,0.0,12.7,08,1
0,0,0,1,0.0,12.7,09,1
0,0,0,1,0.0,15.3,10,0
0,0,0,1,0.0,16.7,11,1
0,0,0,1,0.0,19.1,12,1
0,0,0,1,0.0,20.9,13,1
0,0,0,1,0.0,22.8,14,1
0,0,0,1,0.0,24.6,15,1
0,0,0,1,0.0,25.2,16,1
0,0,0,1,0.0,25.4,17,1
0,0,0,1,0.0,25.3,18,1
0,0,0,1,0.0,24.8,19,1
0,0,0,1,0.0,22.6,20,1
0,0,0,1,0.0,20.1,21,1
0,0,0,1,0.0,17.8,22,1
0,0,0,1,0.0,17.7,23,0
0,0,0,1,0.0,17.4,00,0
0,0,0,1,0.0,17.5,01,0
0,0,0,1,0.0,17.0,02,0
0,0,0,1,0.0,15.2,04,0
0,0,0,1,0.0,14.7,05,0
0,0,0,1,0.0,14.7,06,0
0,0,0,1,0.0,14.4,07,0
0,0,0,1,0.0,13.8,08,0
0,0,0,1,0.0,14.1,09,1
0,0,0,1,0.0,15.9,10,1
0,0,0,1,0.0,17.2,11,1
0,0,0,1,0.0,18.8,12,1
0,0,0,1,0.0,20.5,13,1
0,0,0,1,0.0,21.5,14,1
0,0,0,1,0.0,23.0,15,1
0,0,0,1,0.0,23.5,16,1
0,0,0,1,0.0,23.4,17,1
0,0,0,1,0.0,23.1,18,1
0,0,0,1,0.0,22.3,19,1
0,0,0,1,0.0,21.1,20,1
0,0,0,1,0.0,18.6,21,1
0,0,0,1,0.0,16.9,22,1
0,0,0,1,0.0,16.0,23,0
0,0,0,1,0.0,15.3,00,0
0,0,0,1,0.0,14.9,01,0
0,0,0,1,0.0,14.6,02,0
0,0,0,1,0.0,13.7,04,0
0,0,0,1,0.0,13.3,05,0
0,0,0,1,0.0,12.9,06,0
0,0,0,1,0.0,12.8,07,0
0,0,0,1,0.0,12.5,08,1
0,0,0,1,0.0,12.4,09,0
0,0,0,1,0.0,13.9,10,0
0,0,0,1,0.0,16.5,11,1
0,0,0,1,0.0,19.1,12,1
0,0,0,1,0.0,20.6,13,1
0,0,0,1,0.0,22.0,14,1
0,0,0,1,0.0,24.0,15,1
0,0,0,1,0.0,24.6,16,1
0,0,0,1,0.0,25.1,17,1
0,0,0,1,0.0,24.9,18,1
0,0,0,1,0.0,24.0,19,1
0,0,0,1,0.0,22.2,20,1
0,0,0,1,0.0,18.4,21,1
0,0,0,1,0.0,17.2,22,1
0,0,0,1,0.0,16.6,23,0
0,0,1,0,0.0,17.3,00,0
0,0,1,0,0.0,16.4,01,0
0,0,1,0,0.0,15.8,02,0
0,0,1,0,0.0,14.6,04,0
0,0,1,0,0.0,14.1,05,0
0,0,1,0,0.0,13.9,06,0
0,0,1,0,0.0,13.8,07,0
0,0,1,0,0.0,12.7,08,0
0,0,1,0,0.0,12.4,09,0
0,0,1,0,0.0,15.0,10,0
0,0,1,0,0.0,15.6,11,0
0,0,1,0,0.0,15.7,12,1
0,0,1,0,0.0,16.8,13,1
0,0,1,0,0.0,18.1,14,1
0,0,1,0,0.0,19.5,15,0
0,0,1,0,0.0,20.4,16,1
0,0,1,0,0.0,20.7,17,0
0,0,1,0,0.0,20.5,18,1
0,0,1,0,0.0,20.0,19,1
0,0,1,0,0.0,18.4,20,0
0,0,1,0,0.0,16.0,21,1
0,0,1,0,0.0,14.3,22,0
0,0,1,0,0.0,13.3,23,0
0,1,0,0,0.0,12.0,00,0
0,1,0,0,0.0,11.5,01,0
0,1,0,0,0.0,11.2,02,0
0,1,0,0,0.0,10.5,04,0
0,1,0,0,0.0,10.8,05,0
0,1,0,0,0.0,10.7,06,0
0,1,0,0,0.0,10.3,07,0
0,1,0,0,0.0,9.9,08,0
0,1,0,0,0.0,9.8,09,0
0,1,0,0,0.0,11.0,10,0
0,1,0,0,0.0,12.6,11,0
0,1,0,0,0.0,14.2,12,0
0,1,0,0,0.0,15.9,13,1
0,1,0,0,0.0,17.5,14,1
0,1,0,0,0.0,19.5,15,0
0,1,0,0,0.0,20.4,16,0
0,1,0,0,0.0,20.9,17,1
0,1,0,0,0.0,20.9,18,1
0,1,0,0,0.0,19.9,19,1
0,1,0,0,0.0,18.1,20,0
0,1,0,0,0.0,14.7,21,1
0,1,0,0,0.0,12.6,22,0
0,1,0,0,0.0,11.6,23,0
0,0,0,1,0.0,11.2,00,0
0,0,0,1,0.0,11.3,01,0
0,0,0,1,0.0,10.7,02,0
0,0,0,1,0.0,8.8,04,0
0,0,0,1,0.0,8.1,05,0
0,0,0,1,0.0,7.5,06,0
0,0,0,1,0.0,7.1,07,1
0,0,0,1,0.0,6.8,08,1
0,0,0,1,0.0,6.9,09,1
0,0,0,1,0.0,9.6,10,0
0,0,0,1,0.0,11.7,11,1
0,0,0,1,0.0,13.9,12,1
0,0,0,1,0.0,15.6,13,1
0,0,0,1,0.0,17.2,14,1
0,0,0,1,0.0,19.6,15,1
0,0,0,1,0.0,20.2,16,1
0,0,0,1,0.0,20.8,17,1
0,0,0,1,0.0,20.9,18,1
0,0,0,1,0.0,20.3,19,1
0,0,0,1,0.0,17.7,20,0
0,0,0,1,0.0,15.3,21,0
0,0,0,1,0.0,13.6,22,0
0,0,0,1,0.0,12.3,23,0
0,0,0,1,0.0,11.4,00,0
0,0,0,1,0.0,10.9,01,0
0,0,0,1,0.0,10.4,02,0
0,0,0,1,0.0,9.0,05,0
0,0,0,1,0.0,8.5,06,0
0,0,0,1,0.0,8.4,07,0
0,0,0,1,0.0,8.2,08,1
0,0,0,1,0.0,8.0,09,1
0,0,0,1,0.0,10.0,10,1
0,0,0,1,0.0,13.6,11,1
0,0,0,1,0.0,16.0,12,1
0,0,0,1,0.0,18.0,13,1
0,0,0,1,0.0,19.6,14,1
0,0,0,1,0.0,21.8,15,1
0,0,0,1,0.0,22.6,16,1
0,0,0,1,0.0,23.1,17,1
0,0,0,1,0.0,23.1,18,1
0,0,0,1,0.0,22.6,19,1
0,0,0,1,0.0,21.8,20,0
0,0,0,1,0.0,18.0,21,0
0,0,0,1,0.0,15.8,22,1
0,0,0,1,0.0,14.6,23,0
0,0,0,1,0.0,14.2,00,0
0,0,0,1,0.0,14.0,01,0
0,0,0,1,0.0,13.6,02,0
0,0,0,1,0.0,11.7,05,0
0,0,0,1,0.0,11.5,06,0
0,0,0,1,0.0,11.3,07,0
0,0,0,1,0.0,11.2,08,1
0,0,0,1,0.0,11.4,09,1
0,0,0,1,0.0,12.7,10,1
0,0,0,1,0.0,14.9,11,1
0,0,0,1,0.0,17.2,12,1
0,0,0,1,0.0,19.0,13,1
0,0,0,1,0.0,21.0,14,1
0,0,0,1,0.0,23.8,15,1
0,0,0,1,0.0,24.3,16,1
0,0,0,1,0.0,24.3,17,1
0,0,0,1,0.0,23.9,18,1
0,0,0,1,0.0,22.9,19,1
0,0,0,1,0.0,21.8,20,1
0,0,0,1,0.0,18.9,21,0
0,0,0,1,0.0,17.7,22,1
0,0,0,1,0.0,18.3,23,0
0,0,0,1,0.0,18.2,00,0
0,0,0,1,0.0,17.9,01,0
0,0,0,1,0.0,16.6,02,0
0,0,0,1,0.0,15.3,04,0
0,0,0,1,0.0,14.5,05,0
0,0,0,1,0.0,14.0,06,0
0,0,0,1,0.0,14.1,07,0
0,0,0,1,0.0,13.6,08,1
0,0,0,1,0.0,13.4,09,1
0,0,0,1,0.0,14.7,10,1
0,0,0,1,0.0,15.9,11,1
0,0,0,1,0.0,17.9,12,1
0,0,0,1,0.0,19.2,13,1
0,0,0,1,0.0,21.0,14,1
0,0,0,1,0.0,23.1,15,1
0,0,0,1,0.0,23.5,16,1
0,0,0,1,0.0,23.8,17,1
0,0,0,1,0.0,23.2,18,1
0,0,0,1,0.0,22.3,19,1
0,0,0,1,0.0,21.1,20,1
0,0,0,1,0.0,20.0,21,1
0,0,0,1,0.0,17.7,22,1
0,0,0,1,0.0,17.5,23,0
0,0,0,1,0.0,17.0,00,0
0,0,0,1,0.0,16.7,01,0
0,0,0,1,0.0,16.1,02,0
0,0,0,1,0.0,14.7,04,0
0,0,0,1,0.0,14.2,05,0
0,0,0,1,0.0,13.5,06,0
0,0,0,1,0.0,13.3,07,0
0,0,0,1,0.0,13.3,08,1
0,0,0,1,0.0,13.4,09,1
0,0,0,1,0.0,14.7,10,1
0,0,0,1,0.0,16.2,11,1
0,0,0,1,0.0,17.7,12,1
0,0,0,1,0.0,19.7,13,1
0,0,0,1,0.0,21.3,14,1
0,0,0,1,0.0,23.4,15,1
0,0,0,1,0.0,23.9,16,1
0,0,0,1,0.0,24.1,17,1
0,0,0,1,0.0,23.7,18,1
0,0,0,1,0.0,22.7,19,1
0,0,0,1,0.0,21.8,20,1
0,0,0,1,0.0,18.9,21,1
0,0,0,1,0.0,17.4,22,1
0,0,0,1,0.0,17.1,23,1
0,0,1,0,0.0,16.3,00,0
0,0,1,0,0.0,15.8,01,0
0,0,1,0,0.0,16.2,02,0
0,0,1,0,0.0,14.9,04,0
0,0,1,0,0.0,14.6,05,0
