FERIADO,DOMINGO,SABADO,DIA_UTIL,PRECIPITACAO,TEMPERATURA,HORA,c#ACIMA_MEDIA_FREQUENCIA
0,0,1,0,0.0,14.4,06,0
0,0,1,0,0.0,13.9,07,0
0,0,1,0,0.0,14.1,08,0
0,0,1,0,0.0,13.9,09,0
0,0,1,0,0.0,14.9,10,0
0,0,1,0,0.0,15.9,11,1
0,0,1,0,0.0,16.6,12,1
0,0,1,0,0.0,17.9,13,1
0,0,1,0,0.1,19.3,14,1
0,0,1,0,0.2,20.7,15,1
0,0,1,0,0.2,21.3,16,0
0,0,1,0,1.2,20.3,17,1
0,0,1,0,1.4,19.7,18,1
0,0,1,0,0.3,19.4,19,1
0,0,1,0,0.1,18.5,20,0
0,0,1,0,0.1,16.8,21,1
0,0,1,0,0.1,16.2,22,1
0,0,1,0,0.1,15.9,23,1
0,1,0,0,0.0,15.5,00,0
0,1,0,0,0.0,14.6,01,0
0,1,0,0,0.0,14.2,02,0
0,1,0,0,0.0,13.4,04,0
0,1,0,0,0.0,13.3,05,0
0,1,0,0,0.1,13.9,06,0
0,1,0,0,0.0,14.2,07,0
0,1,0,0,0.0,14.3,08,0
0,1,0,0,0.0,14.4,09,0
0,1,0,0,0.0,14.4,10,0
0,1,0,0,0.0,16.0,11,0
0,1,0,0,0.0,17.2,12,0
0,1,0,0,0.0,18.2,13,0
0,1,0,0,0.0,19.0,14,0
0,1,0,0,0.0,20.3,15,0
0,1,0,0,0.1,20.5,16,0
0,1,0,0,0.0,20.6,17,0
0,1,0,0,0.0,20.4,18,1
0,1,0,0,0.0,19.7,19,1
0,1,0,0,0.0,18.5,20,1
0,1,0,0,0.0,17.0,21,1
0,1,0,0,0.0,15.5,22,1
0,1,0,0,0.0,14.8,23,0
0,0,0,1,0.0,14.3,00,0
0,0,0,1,0.0,13.6,01,0
0,0,0,1,0.0,12.7,02,0
0,0,0,1,0.0,10.6,04,0
0,0,0,1,0.0,10.0,05,0
0,0,0,1,0.0,9.9,06,0
0,0,0,1,0.0,10.4,07,0
0,0,0,1,0.0,9.8,08,0
0,0,0,1,0.0,9.2,09,0
0,0,0,1,0.0,10.3,10,0
0,0,0,1,0.0,11.8,11,1
0,0,0,1,0.0,13.5,12,1
0,0,0,1,0.0,15.3,13,1
0,0,0,1,0.0,17.0,14,1
0,0,0,1,0.0,19.3,15,1
0,0,0,1,0.0,20.1,16,1
0,0,0,1,0.0,20.6,17,1
0,0,0,1,0.0,20.4,18,1
0,0,0,1,0.0,19.7,19,1
0,0,0,1,0.0,17.4,20,1
0,0,0,1,0.0,14.3,21,0
0,0,0,1,0.0,12.1,22,0
0,0,0,1,0.0,10.6,23,0
0,0,0,1,0.0,9.7,00,0
0,0,0,1,0.0,9.3,01,0
0,0,0,1,0.0,8.9,02,0
0,0,0,1,0.0,7.5,04,0
0,0,0,1,0.0,6.8,05,0
0,0,0,1,0.0,6.8,06,0
0,0,0,1,0.0,6.9,07,0
0,0,0,1,0.0,6.7,08,0
0,0,0,1,0.0,6.6,09,1
0,0,0,1,0.0,8.1,10,1
0,0,0,1,0.0,10.1,11,1
0,0,0,1,0.0,12.7,12,1
0,0,0,1,0.0,14.7,13,1
0,0,0,1,0.0,16.5,14,1
0,0,0,1,0.0,18.8,15,1
0,0,0,1,0.0,19.6,16,1
0,0,0,1,0.0,19.9,17,1
0,0,0,1,0.0,19.8,18,1
0,0,0,1,0.0,19.1,19,1
0,0,0,1,0.0,17.1,20,0
0,0,0,1,0.0,13.5,21,0
0,0,0,1,0.0,11.4,22,0
0,0,0,1,0.0,10.4,23,0
0,0,0,1,0.0,10.2,00,0
0,0,0,1,0.0,10.4,01,0
0,0,0,1,0.0,10.1,02,0
0,0,0,1,0.0,8.6,05,0
0,0,0,1,0.0,8.1,06,0
0,0,0,1,0.0,8.0,07,0
0,0,0,1,0.0,8.0,08,1
0,0,0,1,0.0,7.9,09,0
0,0,0,1,0.0,9.2,10,1
0,0,0,1,0.0,10.6,11,1
0,0,0,1,0.0,12.6,12,1
0,0,0,1,0.0,14.2,13,1
0,0,0,1,0.0,15.8,14,1
0,0,0,1,0.0,17.6,15,1
0,0,0,1,0.0,18.5,16,1
0,0,0,1,0.0,18.7,17,1
0,0,0,1,0.0,18.7,18,1
0,0,0,1,0.0,17.9,19,1
0,0,0,1,0.0,15.9,20,1
0,0,0,1,0.0,13.3,21,1
0,0,0,1,0.0,10.6,22,0
0,0,0,1,0.0,9.7,23,0
1,0,0,0,0.0,9.4,00,0
1,0,0,0,0.0,9.0,01,0
1,0,0,0,0.0,8.6,02,0
1,0,0,0,0.0,7.2,04,0
1,0,0,0,0.0,7.1,05,0
1,0,0,0,0.0,7.0,06,0
1,0,0,0,0.0,6.7,07,0
1,0,0,0,0.0,6.4,08,0
1,0,0,0,0.0,6.3,09,0
1,0,0,0,0.0,7.8,10,0
1,0,0,0,0.0,10.4,11,0
1,0,0,0,0.0,12.9,12,0
1,0,0,0,0.0,15.2,13,0
1,0,0,0,0.0,17.4,14,1
1,0,0,0,0.0,20.2,15,0
1,0,0,0,0.0,21.2,16,0
1,0,0,0,0.0,21.8,17,0
1,0,0,0,0.0,21.9,18,1
1,0,0,0,0.0,21.2,19,0
1,0,0,0,0.0,19.1,20,0
1,0,0,0,0.0,15.4,21,0
1,0,0,0,0.0,11.7,22,0
1,0,0,0,0.0,10.9,23,0
0,0,0,1,0.0,10.6,00,0
0,0,0,1,0.0,10.4,01,0
0,0,0,1,0.0,9.8,02,0
0,0,0,1,0.0,8.1,04,0
0,0,0,1,0.0,7.8,05,0
0,0,0,1,0.0,7.6,06,0
0,0,0,1,0.0,7.3,07,0
0,0,0,1,0.0,7.0,08,0
0,0,0,1,0.0,6.8,09,0
0,0,0,1,0.0,8.8,10,1
0,0,0,1,0.0,11.7,11,1
0,0,0,1,0.0,14.9,12,1
0,0,0,1,0.0,16.8,13,1
0,0,0,1,0.0,19.0,14,1
0,0,0,1,0.0,21.4,15,1
0,0,0,1,0.0,22.2,16,1
0,0,0,1,0.0,22.8,17,1
0,0,0,1,0.0,22.9,18,1
0,0,0,1,0.0,22.2,19,0
0,0,0,1,0.0,20.1,20,1
0,0,0,1,0.0,15.7,21,0
0,0,0,1,0.0,13.5,22,1
0,0,0,1,0.0,13.6,23,0
0,0,1,0,0.0,13.1,00,0
0,0,1,0,0.0,12.7,01,0
0,0,1,0,0.0,12.4,02,0
0,0,1,0,0.0,11.2,04,0
0,0,1,0,0.0,10.9,05,0
0,0,1,0,0.0,11.1,06,0
0,0,1,0,0.0,10.9,07,0
0,0,1,0,0.0,10.9,08,0
0,0,1,0,0.0,10.8,09,0
0,0,1,0,0.0,12.5,10,0
0,0,1,0,0.0,14.1,11,0
0,0,1,0,0.0,16.9,12,1
0,0,1,0,0.0,19.3,13,1
0,0,1,0,0.0,21.0,14,0
0,0,1,0,0.0,22.5,15,0
0,0,1,0,0.0,22.6,16,0
0,0,1,0,0.0,22.7,17,0
0,0,1,0,0.0,22.1,18,0
0,0,1,0,0.0,21.3,19,0
0,0,1,0,0.0,20.1,20,0
0,0,1,0,0.1,17.8,21,0
0,0,1,0,0.0,16.7,22,0
0,0,1,0,0.0,16.1,23,0
0,1,0,0,0.0,15.6,00,0
0,1,0,0,0.0,14.9,01,0
0,1,0,0,0.0,14.1,02,0
0,1,0,0,0.0,13.2,04,0
0,1,0,0,0.0,13.0,05,0
0,1,0,0,0.0,12.4,06,0
0,1,0,0,0.0,12.2,07,0
0,1,0,0,0.0,11.8,08,0
0,1,0,0,0.0,11.6,09,0
0,1,0,0,0.1,12.7,10,0
0,1,0,0,0.0,14.2,11,0
0,1,0,0,0.0,15.8,12,0
0,1,0,0,0.0,17.1,13,0
0,1,0,0,0.0,18.6,14,0
0,1,0,0,0.0,20.1,15,0
0,1,0,0,0.1,20.2,16,0
0,1,0,0,0.0,19.7,17,1
0,1,0,0,0.0,19.6,18,0
0,1,0,0,0.0,19.0,19,0
0,1,0,0,0.0,18.1,20,0
0,1,0,0,0.0,16.5,21,1
0,1,0,0,0.0,14.6,22,0
0,1,0,0,0.0,13.5,23,0
0,0,0,1,0.0,13.5,00,0
0,0,0,1,0.0,13.4,01,0
0,0,0,1,0.0,13.0,02,0
0,0,0,1,0.0,12.6,04,0
0,0,0,1,0.0,12.3,05,0
0,0,0,1,0.0,11.8,06,0
0,0,0,1,0.0,11.7,07,0
0,0,0,1,0.0,11.7,08,1
0,0,0,1,0.0,11.6,09,0
0,0,0,1,0.0,13.2,10,1
0,0,0,1,0.0,14.5,11,1
0,0,0,1,0.0,16.4,12,1
0,0,0,1,0.0,17.8,13,1
0,0,0,1,0.0,18.7,14,1
0,0,0,1,0.0,20.7,15,1
0,0,0,1,0.0,21.2,16,1
0,0,0,1,0.0,21.3,17,1
0,0,0,1,0.0,21.2,18,1
0,0,0,1,0.0,20.7,19,1
0,0,0,1,0.0,19.1,20,0
0,0,0,1,0.0,16.8,21,0
0,0,0,1,0.0,15.1,22,0
0,0,0,1,0.0,14.6,23,0
0,0,0,1,0.0,13.8,00,0
0,0,0,1,0.0,12.8,01,0
0,0,0,1,0.0,12.2,02,0
0,0,0,1,0.0,11.5,04,0
0,0,0,1,0.0,11.0,05,0
0,0,0,1,0.0,10.9,06,0
0,0,0,1,0.0,10.3,07,1
0,0,0,1,0.0,10.2,08,1
0,0,0,1,0.0,9.9,09,1
0,0,0,1,0.0,11.4,10,1
0,0,0,1,0.0,13.3,11,1
0,0,0,1,0.0,15.3,12,1
0,0,0,1,0.0,16.9,13,1
0,0,0,1,0.0,18.3,14,1
0,0,0,1,0.0,20.4,15,1
0,0,0,1,0.0,21.1,16,1
0,0,0,1,0.0,21.6,17,1
0,0,0,1,0.0,21.7,18,1
0,0,0,1,0.0,20.8,19,1
0,0,0,1,0.0,19.3,20,1
0,0,0,1,0.0,16.9,21,0
0,0,0,1,0.0,14.7,22,0
0,0,0,1,0.0,13.5,23,0
0,0,0,1,0.0,12.5,00,0
0,0,0,1,0.0,11.8,01,0
0,0,0,1,0.0,11.5,02,0
0,0,0,1,0.0,10.7,04,0
0,0,0,1,0.0,10.3,05,0
0,0,0,1,0.0,9.7,06,0
0,0,0,1,0.0,9.5,07,0
0,0,0,1,0.0,9.1,08,1
0,0,0,1,0.0,8.8,09,1
0,0,0,1,0.0,10.1,10,1
0,0,0,1,0.0,13.3,11,1
0,0,0,1,0.0,15.9,12,1
0,0,0,1,0.0,17.7,13,1
0,0,0,1,0.0,19.7,14,1
0,0,0,1,0.0,21.8,15,1
0,0,0,1,0.0,22.5,16,1
0,0,0,1,0.0,22.9,17,1
0,0,0,1,0.0,23.2,18,1
0,0,0,1,0.0,22.4,19,1
0,0,0,1,0.0,19.7,20,1
0,0,0,1,0.0,17.0,21,0
0,0,0,1,0.0,15.1,22,1
0,0,0,1,0.0,12.8,23,0
0,0,0,1,0.0,12.5,00,0
0,0,0,1,0.0,12.4,01,0
0,0,0,1,0.0,11.7,02,0
0,0,0,1,0.0,10.4,04,0
0,0,0,1,0.0,10.0,05,0
0,0,0,1,0.0,9.6,06,0
0,0,0,1,0.0,9.1,07,0
0,0,0,1,0.0,8.7,08,1
0,0,0,1,0.0,8.5,09,0
0,0,0,1,0.0,10.3,10,1
0,0,0,1,0.0,13.4,11,1
0,0,0,1,0.0,16.0,12,1
0,0,0,1,0.0,18.2,13,1
0,0,0,1,0.0,19.6,14,1
0,0,0,1,0.0,22.1,15,1
0,0,0,1,0.0,22.9,16,1
0,0,0,1,0.0,23.4,17,1
0,0,0,1,0.0,23.6,18,1
0,0,0,1,0.0,22.9,19,1
0,0,0,1,0.0,20.4,20,1
0,0,0,1,0.0,17.1,21,1
0,0,0,1,0.0,14.9,22,1
0,0,0,1,0.0,12.8,23,0
0,0,0,1,0.0,12.6,00,0
0,0,0,1,0.0,12.4,01,0
0,0,0,1,0.0,11.7,02,0
0,0,0,1,0.0,10.1,04,0
0,0,0,1,0.0,9.5,05,0
0,0,0,1,0.0,8.8,06,0
0,0,0,1,0.0,8.6,07,0
0,0,0,1,0.0,8.2,08,0
0,0,0,1,0.0,7.9,09,1
0,0,0,1,0.0,9.8,10,1
0,0,0,1,0.0,13.3,11,1
0,0,0,1,0.0,16.1,12,1
0,0,0,1,0.0,18.0,13,1
0,0,0,1,0.0,20.0,14,1
0,0,0,1,0.0,22.1,15,1
0,0,0,1,0.0,22.8,16,1
0,0,0,1,0.0,23.4,17,1
0,0,0,1,0.0,23.2,18,1
0,0,0,1,0.0,22.4,19,1
0,0,0,1,0.0,19.8,20,1
0,0,0,1,0.0,17.4,21,1
0,0,0,1,0.0,14.1,22,1
0,0,0,1,0.0,12.8,23,0
0,0,1,0,0.0,11.9,00,0
0,0,1,0,0.0,11.3,01,0
0,0,1,0,0.0,10.8,02,0
0,0,1,0,0.0,9.6,04,0
0,0,1,0,0.0,9.2,05,0
0,0,1,0,0.0,8.8,06,0
0,0,1,0,0.0,8.7,07,0
0,0,1,0,0.0,8.6,08,0
0,0,1,0,0.0,8.6,09,0
0,0,1,0,0.0,10.8,10,0
0,0,1,0,0.0,13.8,11,1
0,0,1,0,0.0,16.8,12,1
0,0,1,0,0.0,19.0,13,0
0,0,1,0,0.0,20.6,14,1
0,0,1,0,0.0,22.9,15,0
0,0,1,0,0.0,23.5,16,0
0,0,1,0,0.0,24.1,17,0
0,0,1,0,0.0,24.1,18,1
0,0,1,0,0.0,23.6,19,1
0,0,1,0,0.0,20.7,20,1
0,0,1,0,0.0,16.9,21,0
0,0,1,0,0.0,15.5,22,1
0,0,1,0,0.0,15.8,23,0
0,1,0,0,0.0,15.2,00,0
0,1,0,0,0.0,14.1,01,0
0,1,0,0,0.0,12.8,02,0
0,1,0,0,0.0,10.6,04,0
0,1,0,0,0.0,10.8,05,0
0,1,0,0,0.0,10.6,06,0
0,1,0,0,0.0,10.3,07,0
0,1,0,0,0.0,9.9,08,0
0,1,0,0,0.0,10.1,09,0
0,1,0,0,0.0,12.1,10,0
0,1,0,0,0.1,13.5,11,0
0,1,0,0,0.1,14.9,12,1
0,1,0,0,0.1,16.2,13,0
0,1,0,0,0.0,17.5,14,0
0,1,0,0,0.0,19.2,15,0
0,1,0,0,0.0,19.7,16,0
0,1,0,0,0.0,20.1,17,0
0,1,0,0,0.0,19.9,18,1
0,1,0,0,0.0,19.0,19,1
0,1,0,0,0.0,17.9,20,1
0,1,0,0,0.0,16.3,21,1
0,1,0,0,0.0,14.8,22,1
0,1,0,0,0.0,14.0,23,0
0,0,0,1,0.0,13.2,00,0
0,0,0,1,0.0,12.2,01,0
0,0,0,1,0.0,11.6,02,0
0,0,0,1,0.0,11.0,04,0
0,0,0,1,0.0,10.7,05,0
0,0,0,1,0.0,10.4,06,0
0,0,0,1,0.0,10.5,07,0
0,0,0,1,0.0,10.2,08,1
0,0,0,1,0.0,9.8,09,1
0,0,0,1,0.0,10.8,10,0
0,0,0,1,0.0,11.9,11,1
0,0,0,1,0.0,13.1,12,1
0,0,0,1,0.0,14.1,13,1
0,0,0,1,0.0,15.2,14,1
0,0,0,1,0.0,16.6,15,1
0,0,0,1,0.0,17.3,16,1
0,0,0,1,0.0,18.2,17,1
0,0,0,1,0.0,18.0,18,1
0,0,0,1,0.0,17.2,19,1
0,0,0,1,0.0,15.3,20,0
0,0,0,1,0.0,13.4,21,0
0,0,0,1,0.0,11.5,22,0
0,0,0,1,0.0,10.3,23,0
0,0,0,1,0.0,9.6,00,0
0,0,0,1,0.0,9.6,01,0
0,0,0,1,0.0,9.4,02,0
0,0,0,1,0.0,7.3,04,0
0,0,0,1,0.0,6.6,05,0
0,0,0,1,0.0,6.3,06,0
0,0,0,1,0.0,5.9,07,0
0,0,0,1,0.0,5.8,08,1
0,0,0,1,0.0,5.7,09,1
0,0,0,1,0.0,7.8,10,1
0,0,0,1,0.0,10.4,11,1
0,0,0,1,0.0,12.6,12,1
0,0,0,1,0.0,14.7,13,1
0,0,0,1,0.0,16.6,14,1
0,0,0,1,0.0,18.7,15,1
0,0,0,1,0.0,19.8,16,1
0,0,0,1,0.0,20.3,17,1
0,0,0,1,0.0,20.2,18,1
0,0,0,1,0.0,19.8,19,1
0,0,0,1,0.0,17.9,20,1
0,0,0,1,0.0,13.7,21,0
0,0,0,1,0.0,11.8,22,1
0,0,0,1,0.0,10.9,23,0
0,0,0,1,0.0,10.5,00,0
0,0,0,1,0.0,10.2,01,0
0,0,0,1,0.0,9.7,02,0
0,0,0,1,0.0,8.5,04,0
0,0,0,1,0.0,7.9,05,0
0,0,0,1,0.0,7.6,06,0
0,0,0,1,0.0,7.3,07,0
0,0,0,1,0.0,7.2,08,1
0,0,0,1,0.0,7.3,09,0
0,0,0,1,0.0,8.8,10,1
0,0,0,1,0.0,12.0,11,1
0,0,0,1,0.0,14.9,12,1
0,0,0,1,0.0,17.0,13,1
0,0,0,1,0.0,19.0,14,1
0,0,0,1,0.0,21.2,15,1
0,0,0,1,0.0,22.1,16,1
0,0,0,1,0.0,22.6,17,1
0,0,0,1,0.0,22.4,18,1
0,0,0,1,0.0,21.8,19,1
0,0,0,1,0.0,20.8,20,1
0,0,0,1,0.0,17.1,21,1
0,0,0,1,0.0,15.5,22,0
0,0,0,1,0.0,15.5,23,0
0,0,0,1,0.0,14.9,00,0
0,0,0,1,0.0,14.5,01,0
0,0,0,1,0.0,13.1,02,0
0,0,0,1,0.0,11.9,04,0
0,0,0,1,0.0,11.5,05,0
0,0,0,1,0.0,11.3,06,0
0,0,0,1,0.0,11.3,07,0
0,0,0,1,0.0,10.8,08,1
0,0,0,1,0.0,10.4,09,1
0,0,0,1,0.0,11.4,10,1
0,0,0,1,0.0,14.2,11,1
0,0,0,1,0.0,17.1,12,1
0,0,0,1,0.0,18.7,13,1
0,0,0,1,0.0,20.4,14,1
0,0,0,1,0.0,22.6,15,1
0,0,0,1,0.0,23.0,16,1
0,0,0,1,0.0,23.6,17,1
0,0,0,1,0.0,23.7,18,1
0,0,0,1,0.0,23.2,19,1
0,0,0,1,0.0,21.8,20,1
0,0,0,1,0.0,17.3,21,0
0,0,0,1,0.0,14.3,22,0
0,0,0,1,0.0,13.5,23,0
